Course,Description,Section,Date Times,Instructors
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LAB H1 (44222),No scheduled class times,
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LAB H2 (48566),No scheduled class times,
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LAB H3 (44223),No scheduled class times,
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LAB H4 (45557),No scheduled class times,
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LECTURE 850 (48755) ONLINE,2023-01-05 - 2023-04-12 H 17:30 - 20:30,Kelly Nisbet
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LECTURE B1 (45040),2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (T L-11),Kina Montenegro
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LECTURE B2 (45042),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (CCIS 1-440),Michael Sharp
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LECTURE B3 (40781),2023-01-05 - 2023-04-12 TH 11:00 - 12:20 (T L-11),Yvonne Wong
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LECTURE B4 (45041),2023-01-05 - 2023-04-12 TH 14:00 - 15:20 (CCIS 1-440),Yvonne Wong
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LAB 851 (48756) ONLINE,No scheduled class times,
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LAB H1 (45043),No scheduled class times,
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LAB H2 (45044),No scheduled class times,
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LAB H3 (45045),No scheduled class times,
PSYCH 105 - Individual and Social Behavior,"Introduction to the study of human individuality, personality, and social psychological processes. Some aspects of normal and abnormal human development, psychological assessment and treatment may be reviewed. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant but can be fulfilled through the completion of alternative assignments. [Faculty of Arts]",LAB H4 (40782),No scheduled class times,
PSYCH 212 - Introduction to Research Methods in Psychology,"Experimental and nonexperimental methods in psychology. Topics covered include philosophy of science, measurement, reliability and validity of methods, measures, and effects; experimental quasi-experimental, and single-subject designs; biases in experimentation; and research ethics. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105, and STAT 141 or 151 or 161. [Faculty of Arts]",LECTURE B1 (45046),2023-01-05 - 2023-04-12 MWF 11:00 - 11:50 (CAB 235),Jennifer Passey
PSYCH 212 - Introduction to Research Methods in Psychology,"Experimental and nonexperimental methods in psychology. Topics covered include philosophy of science, measurement, reliability and validity of methods, measures, and effects; experimental quasi-experimental, and single-subject designs; biases in experimentation; and research ethics. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105, and STAT 141 or 151 or 161. [Faculty of Arts]",LECTURE B2 (48567),2023-01-05 - 2023-04-12 MWF 14:00 - 14:50 (CSC B-10),Dana Hayward
PSYCH 223 - Lifespan Developmental Psychology,"Introduction to biological, cognitive and social aspects of psychological development. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105 or equivalent. [Faculty of Arts]",LECTURE 850 (45047) ONLINE,2023-01-05 - 2023-04-12 TH 17:00 - 18:25,Anahita Shokrkon
PSYCH 223 - Lifespan Developmental Psychology,"Introduction to biological, cognitive and social aspects of psychological development. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105 or equivalent. [Faculty of Arts]",LECTURE B1 (40856),2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (TEL 150),Co-Instructor:  Poliana Gonçalves Barbosa
PSYCH 239 - Abnormal Psychology,"Nature and treatment of psychological disorders, such as cross-disciplinary perspectives and an emphasis on improving understanding of psychopathology in everyday life. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105. Not open to students with credit in PSYCH 339. [Faculty of Arts]",LECTURE 850 (48757) ONLINE,2023-01-05 - 2023-04-12 TH 09:30 - 10:50,Lisa Smithson
PSYCH 239 - Abnormal Psychology,"Nature and treatment of psychological disorders, such as cross-disciplinary perspectives and an emphasis on improving understanding of psychopathology in everyday life. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105. Not open to students with credit in PSYCH 339. [Faculty of Arts]",LECTURE B2 (41144),2023-01-05 - 2023-04-12 TH 15:30 - 16:50 (CCIS L2-200),Roy Frenzel
PSYCH 241 - Social Psychology,"A survey of theories and research on the individual in a social context. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105 or equivalent. Note: PSYCH 241 and SOC 241 may not both be taken for credit. [Faculty of Arts]",LECTURE 850 (50061) ONLINE,2023-01-05 - 2023-04-12 TH 14:00 - 15:20,Jeff Schimel
PSYCH 241 - Social Psychology,"A survey of theories and research on the individual in a social context. Prerequisites: PSYCH 104 or SCI 100, and PSYCH 105 or equivalent. Note: PSYCH 241 and SOC 241 may not both be taken for credit. [Faculty of Arts]",LECTURE B1 (45048),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (CCIS L2-200),Kyle Nash
PSYCH 258 - Cognitive Psychology,"A survey of findings of theoretical issues in the study of cognition, such as perception, attention, knowledge representation, memory, learning, language, reasoning, and problem solving. Prerequisites: PSYCH 104 or SCI 100, and STAT 141 or 151 or 161 or SCI 151. [Faculty of Science]",LECTURE 850 (48758) ONLINE,2023-01-05 - 2023-04-12 TH 09:30 - 10:50,Weimin Mou
PSYCH 258 - Cognitive Psychology,"A survey of findings of theoretical issues in the study of cognition, such as perception, attention, knowledge representation, memory, learning, language, reasoning, and problem solving. Prerequisites: PSYCH 104 or SCI 100, and STAT 141 or 151 or 161 or SCI 151. [Faculty of Science]",LECTURE X50 (41153),2023-01-05 - 2023-04-12 T 17:30 - 20:30 (CCIS 1-440),Ben Dyson
PSYCH 275 - Brain and Behavior,"An introduction to brain mechanisms involved in sensation, perception, movement, motivation, learning, and cognition, as studied in both humans and lower animals. Prerequisites: PSYCH 104 or SCI 100. [Faculty of Science]",LECTURE 850 (44805) ONLINE,No scheduled class times,Claire Scavuzzo
PSYCH 275 - Brain and Behavior,"An introduction to brain mechanisms involved in sensation, perception, movement, motivation, learning, and cognition, as studied in both humans and lower animals. Prerequisites: PSYCH 104 or SCI 100. [Faculty of Science]",LECTURE B1 (46695),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (CCIS 1-430),Kyle Mathewson
